"001-time","002-E-El","003-HDG-#iterations","004-HDG-RunTime","005-HDG-RunTimePerIteration","006-HDG-Norm","007-EPC-Current-BCState-001","008-EPC-Voltage-BCState-001","009-EPC-Current-BCState-002","010-EPC-Voltage-BCState-002"
0.2000000000000000E-006,0.0000000000000000E+000,0.0000000000000000E+000,0.9380580000009076E-003,0.0000000000000000E+000,0.0000000000000000E+000,0.7690447843199424E-002,0.7690447843199424E+000,0.8651753823599350E-002,0.1730350764719870E+000
